"","intercept","gop","dwnom"
"health.emerg",-8.08110288166539,-2.47780937702313,1.02917601591839
"emerg.respond",-10.2827868848846,1.59516665544221,-1.66097110248829
"op.ed",-9.27608828563399,-0.122801167622634,0
"yea.rollcal",-7.24184088451997,-6.25860122493097,5.66616319839855
"oppos.legisl",-10.2896298430816,2.36963201539092,-2.96917837406128
"bank.provid",-8.9841879129753,-2.49751892033966,1.46457450708526
"behalf.constitu",-9.64358790979954,-1.36162886963979,2.68438156240879
"thank.hard",-9.91791276036548,0,0.72232317219281
"waiver.countri",-8.17925291415336,-4.65853644619795,3.2750185462639
"impact.communiti",-9.44047900199809,0,0.167745125976574
"senat.california",-10.1597755574075,3.04008242264333,-2.90626342324079
"day.don",-9.77869743523749,0,0
"sanctuari.jurisdict",-15.4796322888096,4.68885802126013,2.06453879915486
"job.famili",-9.48200959297818,-0.500619498262476,0
"forest.servic",-9.04632911108137,2.23943348611534,-1.37328498549512
"support.vote",-9.86570881222712,0,0
"senat.colleagu",-8.44180847245229,-0.793113546474088,0
"veteran.return",-9.93938739386109,0.218691899797344,0
"senat.baldwin",-12.2476589228636,5.96054573795365,-6.23559909785789
"improv.qualiti",-8.99758433448176,0.543292865000395,0
"submit.congress",-10.521521865312,0.678098092899262,0.58196312279957
"bill.reduc",-10.3782674905248,1.95175804668064,-1.48336621007307
"seat.tabl",-10.5558891244367,1.46783521358916,-1.38252714948274
"reach.bipartisan",-12.5251397204399,5.55472317553258,-6.89208710371185
"rulemak.process",-9.70062456970492,0.852268828726618,0
"fellow.citizen",-9.50876686091457,1.94871699147255,-1.94085076454021
"legal.protect",-8.77903713251621,-3.74142170391599,3.73397440398861
"econom.prosper",-9.77810363525313,0,0.181046548805478
"save.life",-10.5434051888921,2.67421300590809,-2.9278121475128
"respons.address",-8.90733484585536,-2.62695779708007,2.77673571848136
"abl.reach",-9.76586339049856,-0.404217557104502,0
"matter.wors",-9.15852281230354,-1.04448198878516,0.831132269790385
"legisl.support",-9.61959095892949,1.83934231885341,-1.57900032208931
"law.effect",-8.76830360254782,-2.25713940365448,1.83733035317629
"district.judg",-9.46291198978525,-0.941162189657401,0.850766195584142
"support.trade",-9.2740089059236,0,-0.375760494040353
"program.iran",-10.0899104524002,0.854079377650217,0
"abus.treatment",-9.17077705629853,-1.26357246973215,0
"vet.process",-7.1238615877986,-9.55688588987451,8.11607464360021
"resourc.provid",-10.1575446846683,0.584069595687461,0
"benefit.countri",-10.1529042415064,0,0.497897147415284
"senat.approv",-9.95813343639085,1.21069562664683,-1.01080107396316
"current.system",-9.62364084580332,0.65682257872531,0
"crime.rate",-9.6739265278154,0,1.61701546920047
"joaquin.river",-10.0796293703526,-2.45504438111444,2.3573853545185
"debt.limit",-7.83615814436077,-1.91211239084703,2.05327500506776
"word.constitut",-8.43878074277116,-2.76022217863446,2.16455423555055
"hard.look",-9.63614441271917,-0.338068714635708,0
"bipartisan.support",-7.25891496254219,0.489820648520358,-0.299098482993674
"hope.republican",-8.85865619486482,-1.35513137118521,-1.37361509408219
"call.call",-9.49251471831167,-0.927876893864999,1.81605599958587
"report.percent",-9.78418120292463,-1.00787538726295,1.73733132219089
"final.decis",-9.84552484235796,0,0.350075467872282
"patient.care",-11.3682494246937,3.42132200794009,-1.82793323143294
"sit.idl",-10.1886570176484,1.0353838084878,0
"republican.leadership",-7.85207602570842,-0.530684533841936,-0.894615320602628
"resolut.disapprov",-9.76693815053992,2.92177189167273,-2.01408756132256
"women.nation",-7.72393556648145,-4.98419655184142,4.10451131791735
"advis.consent",-9.25258349151982,-2.5872122320524,0
"gun.law",-8.43478048625517,-0.963686890142919,-0.867666544493976
"committe.bill",-9.0165573831906,0,0
"introduc.colleagu",-10.0317951077418,0.709601019319886,0
"program.congress",-11.5693368108256,5.06913771342958,-4.8889476120996
"similar.legisl",-9.82891494532359,0,0.209175179650886
"roll.sleev",-8.48437213294936,-3.2759527969368,3.38277586711465
"increas.access",-8.69771238083196,0.613739318662258,-0.854651641466797
"weapon.ban",-12.4160036990783,4.56325490201565,-7.22466134643635
"unavoid.detain",-8.45814652771867,-1.31153510673859,2.12375281463365
"role.model",-10.9269533093397,2.34032456578613,-0.89215688135212
"love.countri",-9.78351491293112,-0.31297256074853,0
"senat.help",-10.7499015482103,2.88834789508806,-2.94091761578243
"chair.yield",-9.24277169206695,-1.78611540384287,1.67888591693023
"eastern.ukrain",-9.80885113249109,0.881079428086017,-2.25498918211421
"color.skin",-9.42648409990035,-1.18734161866553,0
"hope.congress",-9.1971406192002,0,-0.188363457915145
"critic.legisl",-9.81506507940837,0,0
"secur.polici",-10.9125631009186,2.41718016286913,-2.64303158943404
"resolv.issu",-9.00353205193185,-0.473045833364498,0
"democrat.leadership",-10.2087852649598,0.905131442934313,0
"help.understand",-9.86482583447532,0,0.189721976647898
"ozon.standard",-14.5947268340143,4.15699105596541,2.46041154131468
"financi.challeng",-11.3515839183147,2.98330958518389,-2.61948418461647
"peopl.watch",-9.4699302492754,-0.378184332012841,0
"includ.presid",-10.4640330738544,1.29098921916231,0
"antonio.texa",-6.7346612614754,-7.75780655199736,5.94253093269231
"feder.author",-10.2633462209314,0.803619445806412,0
"vote.presid",-9.04935229403585,0.336888608220456,0
"unit.presid",-8.8864589627696,-1.43220073224429,2.07957621052613
"bill.focus",-11.0537631431068,2.56932175261353,-2.59879223068404
"committe.legisl",-10.6582151117754,0.857895167394067,0.55001872131109
"rifl.associ",-13.7525492512022,7.62252512378748,-10.9595872418178
"fossil.fuel",-9.92922071689036,5.60613071553041,-7.85017862116002
"china.india",-7.87615815347421,-4.29812750235782,3.76879353384856
"increas.health",-10.9865546129564,2.91433074324112,-2.19052083833757
"polici.issu",-10.3554215866402,3.29086362401588,-2.92959214581088
"record.check",-8.2556386508601,-11.6439645377646,5.79619113122822
"communiti.continu",-9.0821217954177,-1.49270326729586,1.582755352914
"economi.job",-9.81272467726115,1.35356189923662,-0.918210591187057
"million.worker",-10.6522266001555,2.28982680809438,-3.43596869706418
"includ.senat",-9.08167201513201,0.0844351596486873,0
"peopl.insur",-10.7937939067545,3.4810008949127,-4.15085671379134
"nation.highway",-9.36943607773234,0,0.475693032405096
"nation.associ",-8.49578142857144,0,0
"labor.environment",-8.83468789896357,-3.68068385663179,0
"senat.cotton",-12.6965651681459,5.9128922003679,-4.12580641876178
"themselv.famili",-8.81606598437798,-0.614371671978986,0.725921564525327
"pay.pay",-10.6346472322315,1.02652161340409,0
"unit.alli",-7.89510123321092,-1.74338118058482,1.88662677507461
"adopt.amend",-10.4882587390356,2.51515249933817,-1.92831851796373
"centuri.cure",-10.7526421649457,3.93299103885235,-2.12112498869441
"pope.franci",-8.2651169818508,0,-1.38511646398737
"rule.chang",-8.37849435325797,-3.96245928745663,3.49365278788311
"senat.amend",-7.90277539983121,-1.94129420032762,2.1197978711912
"friend.georgia",-8.54754456876197,-3.92211393290901,3.86510222201988
"debat.trade",-9.6871415601194,-1.68820119225095,0
"effort.support",-9.35639261306764,-1.49301734707606,1.70769378121477
"declar.war",-8.36470170481923,-4.46993753107449,4.51416886854882
"protect.life",-10.7260724844095,0,2.532570984624
"die.result",-9.87156734837992,0,-0.873617827057994
"nuclear.deal",-7.45207936375261,-2.54041940614749,3.04596198594008
"american.feel",-9.47285561604792,-1.07731778882723,0.819113548747311
"commut.railroad",-8.07873192046801,-6.70766795738839,4.03455180950455
"own.famili",-7.60028219005691,-4.90359083376582,3.94697367675864
"gentleman.georgia",-9.86649313326693,0,1.01929854083786
"govern.privat",-9.3240075691356,0,0.265395712203578
"govern.local",-9.85280540739122,0,0
"bipartisan.bicamer",-9.18015730049574,1.12546922068505,-0.989569089848753
"fair.amount",-10.3258401822373,0,-0.750743792908593
"nation.am",-9.9651496446507,-0.34607450165501,0
"creat.equal",-8.11372564680384,-4.18003864634205,2.90338353572094
"communiti.includ",-11.0730575480103,2.36909823724315,-1.97574898994663
"home.rule",-7.49199959646026,-7.04300400852419,7.18097354585742
"program.effect",-10.7785139919385,2.60569663661461,-2.22455842643263
"critic.import",-9.96101899203145,0,0
"help.stop",-10.372234886711,1.88154950740062,-1.86791740479086
"help.children",-8.94682404517592,0,0
"trade.sanction",-10.1650690054504,-0.605871580842833,0
"bodi.water",-10.8414181632934,2.14845036298426,-1.64901200333479
"half.centuri",-9.79785386090544,2.07265768704966,-2.50034704100838
"develop.bill",-9.87001755461836,0,0.674807386540038
"march.life",-10.4194943457091,1.3866456296151,0
"get.wors",-11.1123812831609,3.89178578697564,-3.77623966512407
"direct.result",-9.7551669378273,0,0
"percent.children",-10.5177740111565,1.74186624836472,-2.78060779118872
"bill.final",-9.69865472756396,0,0
"protect.individu",-9.29499524841769,-0.991042766976245,1.37065406891599
"tax.free",-10.6667188145976,1.72557642895309,-0.852029837614071
"death.rate",-10.9772483883661,3.11608911756753,-3.42963138571183
"modern.act",-9.93038495720134,3.53407449629183,-2.77507011199778
"lost.life",-11.0469737918294,4.02663131886233,-3.73336108397919
"own.life",-7.61969305165119,-5.90029984206615,5.50887032569277
"address.real",-10.322775551151,1.21435057646457,-1.4558751463342
"veteran.servic",-9.71633278071684,0.820835746909327,0
"disabl.veteran",-9.74360611542623,0,0
"life.save",-9.56186966385127,0,-0.582260688629029
"secur.concern",-9.4120731037384,0,-0.193339802784124
"job.congress",-9.12734802715693,-0.176265060901811,0
"senat.foreign",-10.0967000356594,3.91410340143342,-4.61393700656769
"administr.act",-9.50201339436796,-0.741424240401846,0
"veteran.benefit",-11.6796363546058,4.97982832135895,-4.63334279187223
"vote.agre",-8.09045611280464,-3.67908043197064,2.36219791275711
"committe.senat",-9.00586111844502,2.86935821753512,-2.5072723638695
"mean.american",-9.7293020265448,0.756998718122832,-1.14289488092291
"govern.control",-9.39236316539367,-1.24109371059279,2.32720724582447
"live.save",-10.0433837716719,1.6180971523531,-1.20864596669037
"control.prevent",-9.16320151493136,1.61797800625635,-1.93472153967784
"minut.vote",-11.0761655101991,2.65834677885907,-1.72677560522298
"tie.hand",-9.37776617325442,-0.366213279865892,0
"john.kerri",-10.4261931431545,0,2.06984206495314
"fellow.american",-8.76452265125772,0,0.257140333997596
"congress.bipartisan",-10.4169538241445,2.05552020981083,-1.47695035690757
"civil.societi",-8.36666089366033,-0.591552109364896,0
"bill.creat",-8.55229873082846,0,-0.308962670525071
"includ.american",-9.49772466112934,0,-0.123181884999964
"product.countri",-11.4661765809152,4.47920431098784,-3.91670234901011
"fuel.cycl",-7.34442182796369,-7.4065760089447,5.0350686207908
"christa.mcauliff",-13.9656735218107,9.14202534337461,-9.7137361026914
"vote.chang",-10.0611022767941,0,-1.21829112891968
"communiti.nation",-8.51023041378777,0,-0.349849806269732
"agre.senat",-9.40197373316046,0.151746019385258,0
"economi.continu",-9.10526603588226,-1.92383711943062,1.57940431309718
"food.product",-10.3159599274983,1.42239985876262,-0.740821527334526
"care.insur",-9.93153642144967,0,-0.209828038277854
"committe.chairman",-9.00033886330229,1.46939746721032,-1.28673214816496
"pay.attent",-8.81030480299837,1.14812297903557,-1.50295543843139
"adopt.children",-7.83702545168299,-5.63191160447093,4.79363518562612
"presid.am",-7.96243520694016,1.69954743014447,-1.6451621191039
"movi.theater",-9.87319723757025,0,-0.882607434118079
"chairman.chaffetz",-8.44039371881376,-3.33094892441103,2.84504322018354
"peopl.own",-9.02465713347828,-0.767129003098121,1.45124996546443
"rise.talk",-7.88019605928441,-2.76042029306524,2.21438558258684
"opioid.pain",-12.0069039208587,4.99570551606823,-5.87605541299614
"addit.step",-9.98655787868511,-0.332012384764728,0
"support.depart",-11.5135135538191,3.45109491950628,-4.4249035152496
"court.suprem",-10.5041723523074,0.851618372531829,0
"environment.polici",-9.50166025138033,-0.0612891883938949,0
"dedic.fund",-8.39071066618526,-4.53248008659929,2.60732028573675
"violat.human",-9.94414754946369,0,-0.444358526016371
"american.revolut",-8.85103477225669,-3.38520340177795,3.72825762260199
"countri.colleagu",-9.91420184569187,-0.226664324626254,0
"chair.time",-7.90826060895744,-3.38757349884179,3.22044858854661
"hard.believ",-9.02685426333329,0,-0.432184667755243
"believ.legisl",-9.82417308378034,0,0.279310834853619
"plan.address",-10.1643867936476,0,-0.163401223095489
"access.critic",-10.0405817672718,0.943878248095657,0
"appreci.chairman",-9.80475850724716,0,0.211591008044291
"nuclear.relat",-10.8954982324572,2.25763979161614,-1.98456497846474
"thank.good",-9.32298997683521,0,-0.749439458552721
"enrich.uranium",-7.79057407017299,-0.854694689602425,0.627319629160909
"nation.earth",-9.27122977809671,-2.10138258689307,1.54241025511798
"abl.move",-10.0021716657126,2.65498036004727,-2.18127660352813
"water.rule",-10.103884179906,2.58946503239801,-2.93782144575636
"aisl.talk",-11.3335239055535,3.33897449545334,-3.29734789363968
"allow.individu",-11.3297310202956,3.59528191849463,-3.17343194855079
"mosquito.control",-7.69885934846981,-4.79845007432763,3.56892030197931
"term.presid",-10.1100521248789,1.34897414790479,-1.08344433826024
"oppos.amend",-9.36307036876535,0,-0.132517923367092
"environment.standard",-10.5803453276153,2.63035029066458,-4.03536297859385
"hand.crimin",-12.8360893883437,6.18602529607986,-7.72264272625825
"deserv.respect",-9.75553524275385,-1.22805708829398,0
"countri.day",-9.46777700783723,0,-0.45089508928028
"republican.candid",-10.8560975835373,1.49266985421222,-4.25181511650306
"believ.senat",-9.1086179191049,-1.18568484164618,1.08338997437847
"job.growth",-8.57730347680291,0,-0.222580972510057
"agreement.implement",-11.1363529835627,3.09758920779194,-3.15734507640527
"fund.veteran",-12.2023595030107,4.63296323963809,-3.27553324843239
"disabl.program",-10.1675804053864,-0.394984805610957,0
"provid.protect",-9.03183798451694,-1.16562727822336,1.18221701333096
"enact.legisl",-9.61672537899615,0,-0.310263359179528
"execut.branch",-7.6030727866841,-0.320264303653426,1.4133594398423
"brought.forward",-9.80068529845602,0,0.166839188060386
"system.help",-9.61439438394622,0,0
"famili.communiti",-7.57888279686492,-1.61639830006693,0.884391333270326
"largest.trade",-9.84129672256718,0,-0.838720939193533
"effici.effect",-9.97517803115063,2.33793979152271,-1.16546616620511
"am.pleas",-7.08248922239636,0.913669463188497,-0.596105196319818
"north.south",-9.25437544845856,-1.17784227255541,1.58197369559988
"action.childhood",-10.094063882601,1.53126572548722,-2.11201676340233
"agreement.provid",-11.0937619348834,3.48014291969588,-3.1552542711309
"agreement.allow",-11.5352323077617,3.93247597621157,-2.43072265531685
"payrol.tax",-9.83981476177904,0,-0.247792845240613
"veteran.health",-9.15385750346704,0,0.314815429827081
"barrel.bomb",-9.40422586417693,-0.343091607720166,0
"clean.power",-7.77927422657598,0,0.155954234417513
"energi.countri",-10.9571531741776,3.23429481962612,-2.59031992359345
"real.solut",-9.10975709270345,-0.463492052582876,0
"support.bipartisan",-8.18495826797948,-0.203066935812519,0
"bipartisan.cosponsor",-10.4449074796018,0.731005159801622,0
"help.hand",-9.53572149692621,-0.860899905097617,1.00577505482452
"indian.tribe",-9.68476292463971,0,1.08320371487764
"countri.term",-9.95577631970287,0.143319236621112,0
"school.provid",-10.0655684056052,0.314362595024866,0
"senat.chang",-9.15869819781454,-2.11370717501921,2.57379381765836
"time.effort",-9.61557383833108,-0.23610917765932,0
"bipartisan.approach",-8.00746784685545,-5.77323230836884,3.77048897672391
"budget.process",-8.02008713696862,-2.85712801768177,2.64600065406193
"data.breach",-9.43882960961514,0,0
"jeremi.bell",-15.0672464074268,5.60739596384499,1.29906479379757
"carbon.dioxid",-9.5212732421434,2.12652658139428,-3.28897044325134
"attack.american",-9.34890552410012,-1.89495976945556,2.3386181259551
"mean.committe",-8.70945762410794,0,0.279533371469867
"merrick.garland",-8.75784780951444,-5.40679164635482,0
"thousand.women",-10.5067503238981,1.58699709874593,-2.34485686248047
"communiti.safer",-9.76390986542448,-0.0935224592300419,0
"plan.plan",-10.804000012215,1.53507339644434,0
"sponsor.legisl",-9.83980545813393,0.187942793987725,0
"choic.program",-9.2242307927476,0,0.583154477904963
"america.continu",-8.64885966298729,-3.85114039628304,3.5217574821004
"pay.mortgag",-12.437667442107,5.65525041517503,-4.69382145684594
"organ.countri",-9.82505919666057,-0.440016945265022,0
"happen.world",-9.64516604261297,0,0
"materi.support",-9.77745145805866,-2.21919741696719,3.53363613404779
"provid.relief",-7.82576844467548,-3.69733354917402,2.91995233174079
"die.day",-7.98013999640769,-3.8392538606679,2.64564374138341
"issu.report",-10.200834976044,1.83981773301494,-1.97167339274949
"babi.born",-9.59404404745325,2.12839240703307,-1.82320405769634
"peopl.illeg",-9.57458761205305,-1.3412902306876,2.6023817987021
"children.futur",-8.34549820994682,-2.98596488817978,2.27350237624268
"legisl.protect",-8.62334755264722,-0.682196541453877,0.743728940369966
"editori.page",-17.5159319267392,14.0003368366681,-18.9868582368171
"thank.distinguish",-9.2051649391956,0,-1.04059702446683
"blue.dog",-3.09320205410389,-26.9176404979306,17.3988045936859
"friend.famili",-8.12658306764606,-1.71887780337361,1.18830800724989
"estim.billion",-9.55945487252098,0.977631509740924,-0.76351477314794
"unit.support",-9.57478524585117,0,0
"secur.econom",-9.89886323092391,0.211922139646264,0
"tax.tax",-9.21383238477018,-1.58063988184117,2.20437568442397
"concern.regard",-11.227908071631,3.21980265040039,-2.47931464508287
"osama.bin",-8.61278573877558,-4.62211129305184,4.7893360908322
"research.univers",-9.47363964098108,-0.762120610911888,0
"drug.epidem",-12.461951943581,5.4880933935167,-3.73681608360833
"unit.visa",-8.35999682705206,-4.35500931428279,2.92596315210533
"school.communiti",-10.2126066033431,1.28952466014934,-1.49755804605541
"wast.abus",-15.4241817181578,11.584618596138,-10.8119393315504
"trillion.trillion",-11.022376757595,2.28964919818972,0
"prime.minist",-7.17516479775515,-0.682013747766385,1.35173045205736
"war.poverti",-8.22763969620735,-4.13075803337927,4.12505313984598
"nation.health",-10.1112556580752,1.95063992618959,-1.55586383885136
"protect.ourselv",-8.73550624701986,-2.97560343228397,2.84067856621274
"bring.attent",-8.07819610163361,-2.61789747154162,2.52315011145703
"distinguish.rank",-8.01445505858527,-4.83036622884422,3.87951892527761
"zip.code",-8.84047963239628,0.943824485619501,-1.70187868746374
"job.loss",-10.6227302495843,3.30302227021815,-3.41928847239653
"save.live",-7.63175499036207,0.706395310918461,-0.896667403418898
"nation.monument",-8.34612683343827,-0.911609963113052,0
"applaud.presid",-10.3476839066624,0,-1.8178219847994
"south.florida",-9.44517927535653,0,-0.100030535751809
"govern.job",-9.83166469458177,-0.0197802025954036,0
"america.energi",-9.38971892981123,0.437541174890169,0
"don.tell",-9.25380553078942,-0.0857341958991819,0
"congress.establish",-10.4170629168051,1.54546985077242,-1.53623960407675
"million.acr",-8.49714821084909,1.02007831654777,-0.590299180289029
"coupl.month",-9.9445243162909,1.17616428274722,-0.775697088777019
"live.million",-9.73942710735576,0,-0.521964995495857
"famili.save",-10.1327550553161,0,1.0896111451807
"polici.chang",-10.0326277057624,1.93983193855634,-1.8525337532886
"nuclear.fuel",-7.98272902311242,-4.69046689842612,3.75408720689297
"negat.consequ",-10.6802558249261,2.23490663172604,-0.877868062698703
"abl.purchas",-9.37283183658363,0,-0.737506829173702
"put.money",-10.1148797706121,0,-1.56864845623246
"chairman.smith",-7.7723841341762,-7.12190512686363,6.53732317975604
"ten.thousand",-7.22168818908913,-1.30227785057003,1.1049957330133
"human.servic",-9.07021163753561,2.22843559279783,-1.70428843304291
"american.hero",-9.3725651066574,0,0.810187974969276
"senat.take",-10.5810376916297,1.32357987188476,0
"control.law",-10.3650335786894,0,1.27282319849149
"am.continu",-11.2278233907615,3.11584981998453,-2.61920575002417
"deliv.promis",-10.3072038061889,0.576206162283745,0
"congress.am",-9.63418564104267,0,0.807479640356872
"drug.compani",-11.1692219327382,2.78240152344405,-5.78269397908303
"stark.contrast",-10.8612945246629,1.92990634174653,-1.0457541937363
"carbon.fee",-25.9172907131499,0,-37.4549823329898
"includ.million",-10.1649257851695,3.715328679152,-3.78374394308737
"save.american",-8.28536178728013,-1.63897358963392,1.79178407729566
"america.day",-8.65010482859455,-2.25105875503931,2.01853520846497
"effort.combat",-9.81779887089889,0.813214590494272,-1.00659643450374
"power.nation",-9.38821466920766,-1.1303714355717,0.875689642774623
"land.water",-8.5895853841065,0,-1.84171093485264
"republican.budget",-7.316003135719,0,-1.29091266274339
